dataID pPLCgamma2 pSTAT5 Ki67 pSHP2 pERK1.2 pMAPKAPK2 pZAP70.Syk pSTAT3 pSLP pNFkB IkBalpha pH3 pP38 pBtk.Itk pS6 pSrcFK pCREB pCrkL
Basal 0.126577587387218 2.37506366615376 1.24974590089836 1.7188831785457 1.36465196673268 2.34860751533684 1.79163955691397 2.16999989903253 0.556669528538871 3.45603003176482 2.92787434519694 1.17034390126752 3.50007584360603 2.54024582693887 1.81992008598149 2.83384264619726 1.99926026444488 0.653662023777329
BCR 0.676027465930215 1.28545514110292 -0.918515405820133 -0.119364567136671 -0.170987981359674 -0.0525395577195215 1.17267698757333 0.00852982556422347 -0.0320740094032707 0.52505490427301 0.735193977499657 1.47873902534282 1.27202272050833 7.53978129275933 3.04857309421895 1.64422643938269 0.00450732673818043 -0.20333924618533
Basal -0.120608101106157 0.334125825831683 0.707792696665978 1.18641968983561 0.370754875838 1.8239972623257 -0.173287739254811 1.99820303980679 0.49564183245113 2.27326795430267 1.47377962969356 -0.21956808693679 2.39040277811039 2.10578870329409 0.22378611961089 1.01617575251998 -0.270764107802014 0.464522727124352
Basal -0.00474006584983631 1.32188638708176 -0.657880085174834 0.276374664115067 1.1020823873052 1.90773823994602 1.2361288597763 1.2734705529406 -0.106472458555966 0.581583013300685 2.44485962830573 -0.177688689477705 1.85585395125078 1.49158915556391 0.681451748739338 2.85838390947307 -0.0253229881031428 -0.36338823535483
IL7 0.453729741530327 0.639432508784049 -0.341835910487098 -0.120022887747754 -0.118039105762818 0.733715623949879 1.49761368158801 0.797242192923416 -0.214207490787611 2.21255818252843 2.56253089576839 1.53740745291769 0.841298393020217 0.993384047602575 0.482960329046804 2.36852918129433 1.2922147222543 0.79781279339439
IL7 -0.204909147211473 1.50655439309879 1.29501904285337 -0.107508057247999 0.511651849813276 -0.338529342869681 -0.154604897333545 1.12859754807563 -0.126116404749984 -0.0367539739619294 -0.0563987967341785 -0.123289337586099 0.0841966521190206 6.63047529847364 1.01362243693009 0.603239670034193 -0.0336108579354709 -0.0188542177257969
IL7 0.390305505741609 0.919795141891876 3.29399164424689 -0.466791456407469 -0.137849027402625 1.50897073336042 0.105282701284848 -0.351132871480534 -0.120394457496638 0.580108073267179 -0.555142380266702 0.327675142271402 0.821462725927967 3.95501232752983 1.67586832826411 0.767979590831978 1.11241530145027 -0.0514674387974951
IL7 0.513945391773391 -0.193691570822157 4.14030246720387 0.327684234171418 -0.0701953477903553 1.46905590491596 -0.323849608165629 2.49185447848971 0.37722402266205 2.33415072565119 0.108029665298117 1.81320535209252 2.97833651091065 6.52968467659705 2.74979786399593 2.55086263452916 0.594490800184322 0.580165510605276
IL7 0.466734283560892 -0.128321136456294 -0.490357075499499 0.661138092792564 -0.370539526067749 0.780021631680666 1.54435933967342 0.828145977573032 -0.134430081582188 2.058036482974 1.30101014931141 1.06699859305863 1.80913616611564 2.66028803400524 1.59780819449884 0.309539826683087 1.3576634123172 0.798566049583402
Basal 0.531317316062651 -0.259313143236777 0.331592709281795 1.52828789276527 1.40804288591131 2.21398762059874 0.163860301467098 2.64450652331705 -0.0967864934726884 3.24216602284744 2.94725840030033 1.48439743277984 1.20242660966048 1.76983315000693 1.60378352308581 2.30635670207128 0.597268370625107 1.45926273245557
IL7 0.190009470084608 0.998731513987306 0.0620606303485965 -0.0725194804518003 1.56279522503373 0.142631029824706 0.354589690085698 1.00935454007838 -0.713669373689345 1.8242906754403 0.15806400137694 0.727996689911358 0.530165252606384 1.23988310891204 0.482544228143643 3.101807577022 1.0936459306989 1.42007847071073
Basal -0.0615576520414273 1.75086287722851 4.32970002894566 1.0346106969132 1.75608017704794 1.62141543857899 2.67167264099212 2.17320342471014 0.697904167847786 2.58423411422323 2.40343863368913 0.651702277627084 2.28013617656642 1.79190697439614 0.796186131026792 3.86203927760074 1.85655943716623 1.09586857347944
BCR 2.58783124924019 -2.11556623799699 3.11844521283343 2.49751428126524 2.84800897633727 3.28826927385218 2.7064988579785 2.93240681517832 1.89423867544673 3.56949502330191 2.21727951921368 3.94844599411594 4.64262637603728 3.36092355110754 2.79714598611514 3.23540938197938 3.10670943420393 1.07905395270894
IL7 0.817408864106098 1.20710686502397 0.218108040890107 0.311214921866913 0.90421137547039 1.40329403482814 0.41726892687946 1.25860101785255 0.389695435003588 3.34600990367658 2.3229127028855 4.57102284145868 2.38856408607521 0.534964072825657 1.61155878710056 2.96639674803476 2.24834697175579 0.276695278255924
